"country","species","indoor_host","outdoor_host","combined_host","host_unit","indoor_biting","outdoor_biting","indoor_outdoor_biting_units","combined_1830_2130","combined_2130_0030","combined_0030_0330","combined_0330_0630","citation"
"C�te d'Ivoire","Anopheles nili",NA,NA,NA,"",46,54,"%","","","","","Adja, A.M., N'Goran, K.E., Kengne, P., Koudou, G.B., Toure, M., Koffi, A.A., Tia, E., Fontenille, D. and Chandre, F. (2006).  [Vectorial transmission of malaria in shrubby Savannah area at Ganse, Ivory Coast]. Médecine Tropicale: Revue du Corps de Santé Colonial, 66(5):449-55"
"Cameroon","Anopheles gambiae",NA,NA,NA,"",60.1,39.9,"%","","","","","Antonio-Nkondjio, C., Awono-Ambene, P., Toto, J.C., Meunier, J.Y., Zebaze-Kemleu, S., Nyambam, R., Wondji, C.S., Tchuinkam, T. and Fontenill, D. (2002).  High malaria transmission intensity in a village close to Yaounde, the capital city of Cameroon. Journal of Medical Entomology, 39(2):350-5"
"Cameroon","Anopheles funestus complex",NA,NA,NA,"",61.5,38.5,"%","","","","","Antonio-Nkondjio, C., Awono-Ambene, P., Toto, J.C., Meunier, J.Y., Zebaze-Kemleu, S., Nyambam, R., Wondji, C.S., Tchuinkam, T. and Fontenill, D. (2002).  High malaria transmission intensity in a village close to Yaounde, the capital city of Cameroon. Journal of Medical Entomology, 39(2):350-5"
"Cameroon","Anopheles moucheti",NA,NA,NA,"",51,49,"%","","","","","Antonio-Nkondjio, C., Awono-Ambene, P., Toto, J.C., Meunier, J.Y., Zebaze-Kemleu, S., Nyambam, R., Wondji, C.S., Tchuinkam, T. and Fontenill, D. (2002).  High malaria transmission intensity in a village close to Yaounde, the capital city of Cameroon. Journal of Medical Entomology, 39(2):350-5"
"Cameroon","Anopheles nili complex",NA,NA,NA,"",56.1,43.9,"%","","","","","Antonio-Nkondjio, C., Awono-Ambene, P., Toto, J.C., Meunier, J.Y., Zebaze-Kemleu, S., Nyambam, R., Wondji, C.S., Tchuinkam, T. and Fontenill, D. (2002).  High malaria transmission intensity in a village close to Yaounde, the capital city of Cameroon. Journal of Medical Entomology, 39(2):350-5"
"Burkina Faso","Anopheles gambiae complex",NA,NA,NA,"",48.4,51.6,"%","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"Burkina Faso","Anopheles funestus complex",NA,NA,NA,"",54.2,45.8,"%","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"Burkina Faso","Anopheles nili complex",NA,NA,NA,"",36,64,"%","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"Burkina Faso","Anopheles gambiae complex",NA,NA,NA,"",52.3,47.7,"%","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"Burkina Faso","Anopheles funestus complex",NA,NA,NA,"",57.6,42.4,"%","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"Burkina Faso","Anopheles nili complex",NA,NA,NA,"",48.5,51.5,"%","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"Burkina Faso","Anopheles gambiae complex",NA,NA,NA,"",53.6,46.4,"%","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"Burkina Faso","Anopheles funestus complex",NA,NA,NA,"",67.8,32.2,"%","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"Burkina Faso","Anopheles nili complex",NA,NA,NA,"",36.5,63.5,"%","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"C�te d'Ivoire","Anopheles gambiae complex",NA,NA,NA,"",49.5,50.5,"%","","","","t","Girod, R., Orlandi-Pradines, E., Rogier, C. and Pages, F. (2006).  Malaria transmission and insecticide resistance of Anopheles gambiae (Diptera: Culicidae) in the French military camp of Port-Bouët, Abidjan (C�te d'Ivoire): implications for vector control. Journal of Medical Entomology, 43(5):1082-7"
"Kenya","Anopheles arabiensis",NA,NA,NA,"",65.2,34.8,"%calc","","","","t","Githeko, A.K., Adungo, N.I., Karanja, D.M., Hawley, W.A., Vulule, J.M., Seroney, I.K., Ofulla, A.V., Atieli, F.K., Ondijo, S.O., Genga, I.O., Odada, P.K., Situbi, P.A. and Oloo, J.A. (1996).  Some observations on the biting behavior of Anopheles gambiae s.s., Anopheles arabiensis, and Anopheles funestus and their implications for malaria control. Experimental Parasitology, 82(3):306-15"
"Kenya","Anopheles funestus complex",NA,NA,NA,"",86.8,13.2,"%calc","","","","t","Githeko, A.K., Adungo, N.I., Karanja, D.M., Hawley, W.A., Vulule, J.M., Seroney, I.K., Ofulla, A.V., Atieli, F.K., Ondijo, S.O., Genga, I.O., Odada, P.K., Situbi, P.A. and Oloo, J.A. (1996).  Some observations on the biting behavior of Anopheles gambiae s.s., Anopheles arabiensis, and Anopheles funestus and their implications for malaria control. Experimental Parasitology, 82(3):306-15"
"Kenya","Anopheles gambiae complex",NA,NA,NA,"",67.5,32.5,"%calc","","","t","","Githeko, A.K., Adungo, N.I., Karanja, D.M., Hawley, W.A., Vulule, J.M., Seroney, I.K., Ofulla, A.V., Atieli, F.K., Ondijo, S.O., Genga, I.O., Odada, P.K., Situbi, P.A. and Oloo, J.A. (1996).  Some observations on the biting behavior of Anopheles gambiae s.s., Anopheles arabiensis, and Anopheles funestus and their implications for malaria control. Experimental Parasitology, 82(3):306-15"
"Kenya","Anopheles funestus complex",NA,NA,NA,"",89.1,10.9,"%calc","","","","","Githeko, A.K., Adungo, N.I., Karanja, D.M., Hawley, W.A., Vulule, J.M., Seroney, I.K., Ofulla, A.V., Atieli, F.K., Ondijo, S.O., Genga, I.O., Odada, P.K., Situbi, P.A. and Oloo, J.A. (1996).  Some observations on the biting behavior of Anopheles gambiae s.s., Anopheles arabiensis, and Anopheles funestus and their implications for malaria control. Experimental Parasitology, 82(3):306-15"
"Nigeria","Anopheles gambiae",NA,NA,NA,"",51.72,48.28,"%","","t","","","Oyewole, I.O. and Awolola, T.S. (2006).  Impact of urbanisation on bionomics and distribution of malaria vectors in Lagos, southwestern Nigeria. Journal of Vector Borne Diseases, 43(4):173-8"
"Nigeria","Anopheles arabiensis",NA,NA,NA,"",37.43,62.57,"%","","","t","","Oyewole, I.O. and Awolola, T.S. (2006).  Impact of urbanisation on bionomics and distribution of malaria vectors in Lagos, southwestern Nigeria. Journal of Vector Borne Diseases, 43(4):173-8"
"Nigeria","Anopheles funestus",NA,NA,NA,"",55.65,44.35,"%","","","t","","Oyewole, I.O. and Awolola, T.S. (2006).  Impact of urbanisation on bionomics and distribution of malaria vectors in Lagos, southwestern Nigeria. Journal of Vector Borne Diseases, 43(4):173-8"
"Nigeria","Anopheles funestus complex",NA,NA,NA,"",41.98,58.02,"%","","t","","","Oyewole, I.O. and Awolola, T.S. (2006).  Impact of urbanisation on bionomics and distribution of malaria vectors in Lagos, southwestern Nigeria. Journal of Vector Borne Diseases, 43(4):173-8"
"Madagascar","Anopheles gambiae complex",100,NA,NA,"HBI (%)",49.47,50.53,"%calc","","","t","","Fontenille, D., Lepers, J.P., Coluzzi, M., Campbell, G.H., Rakotoarivony, I. and Coulanges, P. (1992).  Malaria transmission and vector biology on Sainte Marie Island, Madagascar. Journal of Medical Entomology, 29(2):197-202"
"Madagascar","Anopheles funestus complex",100,NA,NA,"HBI (%)",69.91,30.09,"%calc","","","t","","Fontenille, D., Lepers, J.P., Coluzzi, M., Campbell, G.H., Rakotoarivony, I. and Coulanges, P. (1992).  Malaria transmission and vector biology on Sainte Marie Island, Madagascar. Journal of Medical Entomology, 29(2):197-202"
"C�te d'Ivoire","Anopheles gambiae complex",NA,NA,NA,"",67.2,NA,"%","","","","","Dossou-yovo, J., Doannio, J.M., Rivière, F. and Chauvancy, G. (1995).  Malaria in C�te d'Ivoire wet savannah region: the entomological input. Tropical Medicine and Parasitology, 46(4):263-9"
"C�te d'Ivoire","Anopheles funestus complex",NA,NA,NA,"",83.5,NA,"%","","","","","Dossou-yovo, J., Doannio, J.M., Rivière, F. and Chauvancy, G. (1995).  Malaria in C�te d'Ivoire wet savannah region: the entomological input. Tropical Medicine and Parasitology, 46(4):263-9"
"Mozambique","Anopheles funestus complex",NA,NA,NA,"",78.07,21.93,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles funestus complex",NA,NA,NA,"",70.52,29.48,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles funestus complex",NA,NA,NA,"",0,100,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles funestus complex",NA,NA,NA,"",83.18,16.82,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles funestus complex",NA,NA,NA,"",86.49,13.51,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles funestus complex",NA,NA,NA,"",66.67,33.33,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles gambiae complex",NA,NA,NA,"",41.53,58.47,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles gambiae complex",NA,NA,NA,"",9.89,90.11,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles gambiae complex",NA,NA,NA,"",7.21,92.79,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles gambiae complex",NA,NA,NA,"",53.76,46.24,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles gambiae complex",NA,NA,NA,"",27.65,72.35,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Mozambique","Anopheles gambiae complex",NA,NA,NA,"",43.95,56.05,"%calc","","","","","Crook, S.E. and Baptista, A. (1995).  The effect of permethrin-impregnated wall-curtains on malaria transmission and morbidity in the suburbs of Maputo, Mozambique. Tropical and Geographical Medicine, 47(2):64-7"
"Sudan","Anopheles arabiensis",NA,NA,NA,"",60,40,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",62.5,37.5,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",55.56,44.44,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",54.55,45.45,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",44.44,55.56,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",37.5,62.5,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",33.33,66.67,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",50,50,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",38.46,61.54,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",50,50,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",50,50,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",58.82,41.18,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",50,50,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",75,25,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",41.67,58.33,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",50,50,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",33.33,66.67,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",50,50,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",62.5,37.5,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",25,75,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",40,60,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Sudan","Anopheles arabiensis",NA,NA,NA,"",46,54,"%","","","","","El Safi, S. (1992). Studies on Anopheles arabiensis and the impact of microclimatic conditions on malaria transmission in the Gezira area. D. Phil. Thesis. University of Khartoum, Khartoum, Sudan."
"Cameroon","Anopheles funestus complex",NA,NA,NA,"",91.7,8.3,"%calc","","","","","Raccurt, C.P., Bourianne, C., Lambert, M.T., Tribouley, J., Mandji, O., Amadou, A., Bouloumie, J. and Ripert, C. (1993).  [Malaria indices, larval ecology and trophic activity of Anopheles mosquitoes in Djohong (Adamaoua, Cameroon) in the rainy season]. Médecine Tropicale: Revue du Corps de Santé Colonial, 53(3):355-62"
"Cameroon","Anopheles gambiae complex",NA,NA,NA,"",86.1,13.9,"%calc","","","","","Raccurt, C.P., Bourianne, C., Lambert, M.T., Tribouley, J., Mandji, O., Amadou, A., Bouloumie, J. and Ripert, C. (1993).  [Malaria indices, larval ecology and trophic activity of Anopheles mosquitoes in Djohong (Adamaoua, Cameroon) in the rainy season]. Médecine Tropicale: Revue du Corps de Santé Colonial, 53(3):355-62"
"Senegal","Anopheles funestus complex",NA,NA,NA,"",59,41,"%","","","t","t","Trape, J.F., Rogier, C., Konate, L., Diagne, N., Bouganali, H., Canque, B., Legros, F., Badji, A., Ndiaye, G. and Ndiaye, P. (1994).  The Dielmo project: a longitudinal study of natural malaria infection and the mechanisms of protective immunity in a community living in a holoendemic area of Senegal. American Journal of Tropical Medicine and Hygiene, 51(2):123-37"
"Senegal","Anopheles gambiae complex",NA,NA,NA,"",52.7,47.3,"%","","","t","t","Trape, J.F., Rogier, C., Konate, L., Diagne, N., Bouganali, H., Canque, B., Legros, F., Badji, A., Ndiaye, G. and Ndiaye, P. (1994).  The Dielmo project: a longitudinal study of natural malaria infection and the mechanisms of protective immunity in a community living in a holoendemic area of Senegal. American Journal of Tropical Medicine and Hygiene, 51(2):123-37"
"Madagascar","Anopheles arabiensis",100,NA,NA,"HBI (%)",47,NA,"%","","","","t","Marrama, L., Jambou, R., Rakotoarivony, I., Leong Pock Tsi, J.M., Duchemin, J.B., Laventure, S., Mouchet, J. and Roux, J. (2004).  Malaria transmission in Southern Madagascar: influence of the environment and hydro-agricultural works in sub-arid and humid regions. Part 1. Entomological investigations. Acta Tropica, 89(2):193-203"
"Madagascar","Anopheles arabiensis",88,NA,NA,"HBI (%)",48,NA,"%","","t","","","Marrama, L., Jambou, R., Rakotoarivony, I., Leong Pock Tsi, J.M., Duchemin, J.B., Laventure, S., Mouchet, J. and Roux, J. (2004).  Malaria transmission in Southern Madagascar: influence of the environment and hydro-agricultural works in sub-arid and humid regions. Part 1. Entomological investigations. Acta Tropica, 89(2):193-203"
"Madagascar","Anopheles funestus complex",96,NA,NA,"HBI (%)",84,NA,"%","","","t","","Marrama, L., Jambou, R., Rakotoarivony, I., Leong Pock Tsi, J.M., Duchemin, J.B., Laventure, S., Mouchet, J. and Roux, J. (2004).  Malaria transmission in Southern Madagascar: influence of the environment and hydro-agricultural works in sub-arid and humid regions. Part 1. Entomological investigations. Acta Tropica, 89(2):193-203"
"Madagascar","Anopheles funestus complex",98,NA,NA,"HBI (%)",67,NA,"%","","","","t","Marrama, L., Jambou, R., Rakotoarivony, I., Leong Pock Tsi, J.M., Duchemin, J.B., Laventure, S., Mouchet, J. and Roux, J. (2004).  Malaria transmission in Southern Madagascar: influence of the environment and hydro-agricultural works in sub-arid and humid regions. Part 1. Entomological investigations. Acta Tropica, 89(2):193-203"
"Madagascar","Anopheles gambiae",100,NA,NA,"HBI (%)",67,NA,"%","","","","t","Marrama, L., Jambou, R., Rakotoarivony, I., Leong Pock Tsi, J.M., Duchemin, J.B., Laventure, S., Mouchet, J. and Roux, J. (2004).  Malaria transmission in Southern Madagascar: influence of the environment and hydro-agricultural works in sub-arid and humid regions. Part 1. Entomological investigations. Acta Tropica, 89(2):193-203"
"Mozambique","Anopheles arabiensis",95,NA,NA,"HBI (%)",60.1,39.9,"%","","","","","Mendis, C., Jacobsen, J.L., Gamage-Mendis, A., Bule, E., Dgedge, M., Thompson, R., Cuamba, N., Barreto, J., Begtrup, K., Sinden, R.E. and Høgh, B. (2000).  Anopheles arabiensis and An. funestus are equally important vectors of malaria in Matola coastal suburb of Maputo, southern Mozambique. Medical and Veterinary Entomology, 14(2):171-80"
"Mozambique","Anopheles funestus complex",98,NA,NA,"HBI (%)",31.6,68.4,"%","","","","","Mendis, C., Jacobsen, J.L., Gamage-Mendis, A., Bule, E., Dgedge, M., Thompson, R., Cuamba, N., Barreto, J., Begtrup, K., Sinden, R.E. and Høgh, B. (2000).  Anopheles arabiensis and An. funestus are equally important vectors of malaria in Matola coastal suburb of Maputo, southern Mozambique. Medical and Veterinary Entomology, 14(2):171-80"
