"country","species","indoor_host","outdoor_host","combined_host","host_unit","indoor_biting","outdoor_biting","indoor_outdoor_biting_units","combined_1830_2130","combined_2130_0030","combined_0030_0330","combined_0330_0630","citation"
"Tanzania (United Republic of)","Anopheles gambiae",NA,100,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,50,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,88,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",45.8,54.2,"%","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,88,NA,"HBI (%calc)",45.3,54.7,"%","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,33,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,83,NA,"HBI (%calc)",48.6,51.4,"%","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,66,NA,"HBI (%calc)",16.7,83.3,"%","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,43,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,11,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,NA,NA,"",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,62,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,8,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles arabiensis",57,37,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",86,21,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",51,40,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",52,69,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",97,20,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles gambiae",NA,NA,NA,"",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
