"country","species","indoor_host","outdoor_host","combined_host","host_unit","indoor_biting","outdoor_biting","indoor_outdoor_biting_units","combined_1830_2130","combined_2130_0030","combined_0030_0330","combined_0330_0630","citation"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,11,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles gambiae",NA,62,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles funestus complex",NA,8,NA,"HBI (%calc)",NA,NA,"","","","","","Magesa, S.M., Wilkes, T.J., Mnzava, A.E., Njunwa, K.J., Myamba, J., Kivuyo, M.D., Hill, N., Lines, J.D. and Curtis, C.F. (1991).  Trial of pyrethroid impregnated bednets in an area of Tanzania holoendemic for malaria. Part 2. Effects on the malaria vector population. Acta Tropica, 49(2):97-108"
"Tanzania (United Republic of)","Anopheles arabiensis",57,37,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",86,21,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",51,40,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",52,69,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",97,20,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles arabiensis",66,12,NA,"HBI (%)",NA,NA,"","","","","","Mnzava, A.E., Rwegoshora, R.T., Wilkes, T.J., Tanner, M. and Curtis, C.F. (1995).  Anopheles arabiensis and An. gambiae chromosomal inversion polymorphism, feeding and resting behaviour in relation to insecticide house-spraying in Tanzania. Medical and Veterinary Entomology, 9(3):316-24"
"Tanzania (United Republic of)","Anopheles gambiae",92.3,NA,NA,"HBI (%)",NA,NA,"","","","","","Kweka, E.J., Mahande, A.M., Nkya, W.M., Assenga, C., Lyatuu, E.E., Nyale, E., Mosha, F.W., Mwakalinga, S.B. and Temu, E.A. (2008).  Vector species composition and malaria infectivity rates in Mkuzi, Muheza District, north-eastern Tanzania. Tanzania Journal of Health Research, 10(1):46-9"
"Tanzania (United Republic of)","Anopheles funestus",88.9,NA,NA,"HBI (%)",NA,NA,"","","","","","Kweka, E.J., Mahande, A.M., Nkya, W.M., Assenga, C., Lyatuu, E.E., Nyale, E., Mosha, F.W., Mwakalinga, S.B. and Temu, E.A. (2008).  Vector species composition and malaria infectivity rates in Mkuzi, Muheza District, north-eastern Tanzania. Tanzania Journal of Health Research, 10(1):46-9"
"Cameroon","Anopheles gambiae",100,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Antonio-Nkondjio, C., Awono-Ambene, P., Toto, J.C., Meunier, J.Y., Zebaze-Kemleu, S., Nyambam, R., Wondji, C.S., Tchuinkam, T. and Fontenill, D. (2002).  High malaria transmission intensity in a village close to Yaounde, the capital city of Cameroon. Journal of Medical Entomology, 39(2):350-5"
"Cameroon","Anopheles funestus complex",100,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Antonio-Nkondjio, C., Awono-Ambene, P., Toto, J.C., Meunier, J.Y., Zebaze-Kemleu, S., Nyambam, R., Wondji, C.S., Tchuinkam, T. and Fontenill, D. (2002).  High malaria transmission intensity in a village close to Yaounde, the capital city of Cameroon. Journal of Medical Entomology, 39(2):350-5"
"Cameroon","Anopheles moucheti",100,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Antonio-Nkondjio, C., Awono-Ambene, P., Toto, J.C., Meunier, J.Y., Zebaze-Kemleu, S., Nyambam, R., Wondji, C.S., Tchuinkam, T. and Fontenill, D. (2002).  High malaria transmission intensity in a village close to Yaounde, the capital city of Cameroon. Journal of Medical Entomology, 39(2):350-5"
"Cameroon","Anopheles nili complex",100,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Antonio-Nkondjio, C., Awono-Ambene, P., Toto, J.C., Meunier, J.Y., Zebaze-Kemleu, S., Nyambam, R., Wondji, C.S., Tchuinkam, T. and Fontenill, D. (2002).  High malaria transmission intensity in a village close to Yaounde, the capital city of Cameroon. Journal of Medical Entomology, 39(2):350-5"
"Nigeria","Anopheles gambiae",86.6,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria. Annals of Tropical Medicine and Parasitology, 96(1):75-82"
"Nigeria","Anopheles melas",86.3,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria. Annals of Tropical Medicine and Parasitology, 96(1):75-82"
"Nigeria","Anopheles arabiensis",69.2,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria. Annals of Tropical Medicine and Parasitology, 96(1):75-82"
"Nigeria","Anopheles moucheti",83.8,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria. Annals of Tropical Medicine and Parasitology, 96(1):75-82"
"The Gambia","Anopheles gambiae complex",50,NA,NA,"HBI (%)",NA,NA,"","","","","","Bøgh, C., Clarke, S.E., Pinder, M., Sanyang, F. and Lindsay, S.W. (2001).  Effect of passive zooprophylaxis on malaria transmission in The Gambia. Journal of Medical Entomology, 38(6):822-8"
"The Gambia","Anopheles gambiae",52,NA,NA,"HBI (%)",NA,NA,"","","","","","Bøgh, C., Clarke, S.E., Pinder, M., Sanyang, F. and Lindsay, S.W. (2001).  Effect of passive zooprophylaxis on malaria transmission in The Gambia. Journal of Medical Entomology, 38(6):822-8"
"The Gambia","Anopheles melas",36,NA,NA,"HBI (%)",NA,NA,"","","","","","Bøgh, C., Clarke, S.E., Pinder, M., Sanyang, F. and Lindsay, S.W. (2001).  Effect of passive zooprophylaxis on malaria transmission in The Gambia. Journal of Medical Entomology, 38(6):822-8"
"The Gambia","Anopheles arabiensis",52,NA,NA,"HBI (%)",NA,NA,"","","","","","Bøgh, C., Clarke, S.E., Pinder, M., Sanyang, F. and Lindsay, S.W. (2001).  Effect of passive zooprophylaxis on malaria transmission in The Gambia. Journal of Medical Entomology, 38(6):822-8"
"The Gambia","Anopheles gambiae complex",55,NA,NA,"HBI (%)",NA,NA,"","","","","","Bøgh, C., Clarke, S.E., Pinder, M., Sanyang, F. and Lindsay, S.W. (2001).  Effect of passive zooprophylaxis on malaria transmission in The Gambia. Journal of Medical Entomology, 38(6):822-8"
"The Gambia","Anopheles gambiae",56,NA,NA,"HBI (%)",NA,NA,"","","","","","Bøgh, C., Clarke, S.E., Pinder, M., Sanyang, F. and Lindsay, S.W. (2001).  Effect of passive zooprophylaxis on malaria transmission in The Gambia. Journal of Medical Entomology, 38(6):822-8"
"The Gambia","Anopheles melas",36,NA,NA,"HBI (%)",NA,NA,"","","","","","Bøgh, C., Clarke, S.E., Pinder, M., Sanyang, F. and Lindsay, S.W. (2001).  Effect of passive zooprophylaxis on malaria transmission in The Gambia. Journal of Medical Entomology, 38(6):822-8"
"The Gambia","Anopheles arabiensis",82,NA,NA,"HBI (%)",NA,NA,"","","","","","Bøgh, C., Clarke, S.E., Pinder, M., Sanyang, F. and Lindsay, S.W. (2001).  Effect of passive zooprophylaxis on malaria transmission in The Gambia. Journal of Medical Entomology, 38(6):822-8"
"Burkina Faso","Anopheles gambiae",87.7,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"Burkina Faso","Anopheles funestus",63.3,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Dabiré, K.R., Diabaté, A., Paré-Toé, L., Rouamba, J., Ouari, A., Fontenille, D. and Baldet, T. (2008).  Year to year and seasonal variations in vector bionomics and malaria transmission in a humid savannah village in west Burkina Faso. Journal of Vector Ecology, 33(1):70-5"
"Madagascar","Anopheles funestus complex",87,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Duchemin, J.B., Tsy, J.M., Rabarison, P., Roux, J., Coluzzi, M. and Costantini, C. (2001).  Zoophily of Anopheles arabiensis and An. gambiae in Madagascar demonstrated by odour-baited entry traps. Medical and Veterinary Entomology, 15(1):50-7"
"Kenya","Anopheles gambiae complex",81.6,98,NA,"HBI (%)",NA,NA,"","","","","t","Githeko, A.K., Adungo, N.I., Karanja, D.M., Hawley, W.A., Vulule, J.M., Seroney, I.K., Ofulla, A.V., Atieli, F.K., Ondijo, S.O., Genga, I.O., Odada, P.K., Situbi, P.A. and Oloo, J.A. (1996).  Some observations on the biting behavior of Anopheles gambiae s.s., Anopheles arabiensis, and Anopheles funestus and their implications for malaria control. Experimental Parasitology, 82(3):306-15"
"Kenya","Anopheles funestus complex",75,50,NA,"HBI (%)",NA,NA,"","","","","","Githeko, A.K., Adungo, N.I., Karanja, D.M., Hawley, W.A., Vulule, J.M., Seroney, I.K., Ofulla, A.V., Atieli, F.K., Ondijo, S.O., Genga, I.O., Odada, P.K., Situbi, P.A. and Oloo, J.A. (1996).  Some observations on the biting behavior of Anopheles gambiae s.s., Anopheles arabiensis, and Anopheles funestus and their implications for malaria control. Experimental Parasitology, 82(3):306-15"
"Kenya","Anopheles gambiae complex",74.4,87,NA,"HBI (%)",NA,NA,"","","","","","Githeko, A.K., Adungo, N.I., Karanja, D.M., Hawley, W.A., Vulule, J.M., Seroney, I.K., Ofulla, A.V., Atieli, F.K., Ondijo, S.O., Genga, I.O., Odada, P.K., Situbi, P.A. and Oloo, J.A. (1996).  Some observations on the biting behavior of Anopheles gambiae s.s., Anopheles arabiensis, and Anopheles funestus and their implications for malaria control. Experimental Parasitology, 82(3):306-15"
"Kenya","Anopheles funestus complex",66.7,75,NA,"HBI (%)",NA,NA,"","","","","","Githeko, A.K., Adungo, N.I., Karanja, D.M., Hawley, W.A., Vulule, J.M., Seroney, I.K., Ofulla, A.V., Atieli, F.K., Ondijo, S.O., Genga, I.O., Odada, P.K., Situbi, P.A. and Oloo, J.A. (1996).  Some observations on the biting behavior of Anopheles gambiae s.s., Anopheles arabiensis, and Anopheles funestus and their implications for malaria control. Experimental Parasitology, 82(3):306-15"
"Kenya","Anopheles arabiensis",46.98,0,NA,"HBI (%)",NA,NA,"","","","","","Githeko, A.K., Service, M.W., Mbogo, C.M., Atieli, F.K. and Juma, F.O. (1994).  Origin of blood meals in indoor and outdoor resting malaria vectors in western Kenya. Acta Tropica, 58(3-4):307-16"
"Kenya","Anopheles funestus complex",92.55,NA,NA,"HBI (%)",NA,NA,"","","","","","Githeko, A.K., Service, M.W., Mbogo, C.M., Atieli, F.K. and Juma, F.O. (1994).  Origin of blood meals in indoor and outdoor resting malaria vectors in western Kenya. Acta Tropica, 58(3-4):307-16"
"Kenya","Anopheles gambiae complex",74.05,3,NA,"HBI (%)",NA,NA,"","","","","","Githeko, A.K., Service, M.W., Mbogo, C.M., Atieli, F.K. and Juma, F.O. (1994).  Origin of blood meals in indoor and outdoor resting malaria vectors in western Kenya. Acta Tropica, 58(3-4):307-16"
"Kenya","Anopheles gambiae complex",97.7,NA,NA,"HBI (%)",NA,NA,"","","","","","Githeko, A.K., Service, M.W., Mbogo, C.M., Atieli, F.K. and Juma, F.O. (1994).  Origin of blood meals in indoor and outdoor resting malaria vectors in western Kenya. Acta Tropica, 58(3-4):307-16"
"Kenya","Anopheles gambiae",96.6,NA,NA,"HBI (%)",NA,NA,"","","","","","Githeko, A.K., Service, M.W., Mbogo, C.M., Atieli, F.K. and Juma, F.O. (1994).  Origin of blood meals in indoor and outdoor resting malaria vectors in western Kenya. Acta Tropica, 58(3-4):307-16"
"Kenya","Anopheles arabiensis",50,NA,NA,"HBI (%)",NA,NA,"","","","","","Githeko, A.K., Service, M.W., Mbogo, C.M., Atieli, F.K. and Juma, F.O. (1994).  Origin of blood meals in indoor and outdoor resting malaria vectors in western Kenya. Acta Tropica, 58(3-4):307-16"
"The Gambia","Anopheles gambiae complex",35,NA,NA,"HBI (%)",NA,NA,"","","","","","Jawara, M., Pinder, M., Drakeley, C.J., Nwakanma, D.C., Jallow, E., Bogh, C., Lindsay, S.W. and Conway, D.J. (2008).  Dry season ecology of Anopheles gambiae complex mosquitoes in The Gambia. Malaria Journal, 7:156"
"Kenya","Anopheles gambiae complex",94.9,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",87.1,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",95.2,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",97,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",76.3,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",80.3,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",91,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae",95.6,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles arabiensis",91.1,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles merus",100,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",86.33,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",98.2,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",100,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",100,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",100,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",100,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",100,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",98.6,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",100,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",98.6,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",100,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",90,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",100,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",98.7,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles funestus complex",0,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
"Kenya","Anopheles gambiae complex",99.4,NA,NA,"HBI (%)",NA,NA,"","","","","","Mwangangi, J.M., Mbogo, C.M., Nzovu, J.G., Githure, J.I., Yan, G. and Beier, J.C. (2003).  Blood-meal analysis for anopheline mosquitoes sampled along the Kenyan coast. Journal of the American Mosquito Control Association, 19(4):371-5"
