source_id,country,site,lat,long,area_type,insecticide_control,control_type,month_start,month_end,year_start,year_end,season_given,season_calc,species,assi,id_1,id_2,biology_sampling_1,biology_sampling_2,biology_sampling_3,biology_sampling_n,parity_n,parity_total,parity_percent,daily_survival_rate_percent,fecundity,gonotrophic_cycle_days,infection_sampling_1,infection_sampling_2,infection_sampling_3,infection_sampling_n,sr_dissection_n,sr_dissection_total,sr_dissection_percent,sr_csp_n,sr_csp_pf_n,sr_csp_pv_n,sr_csp_pv_210_n,sr_csp_pv_247_n,sr_csp_pm_n,sr_csp_po_n,sr_csp_total,sr_csp_percent,sr_csp_pf_percent,sr_csp_pv_percent,sr_csp_pv_210_percent,sr_csp_pv_247_percent,sr_csp_pm_percent,sr_csp_po_percent,oocyst_n,oocyst_total,oocyst_percent,eir,eir_period,ext_incubation_period_days,indoor_hbr_sampling,indoor_hbr,outdoor_hbr_sampling,outdoor_hbr,combined_hbr_sampling_1,combined_hbr_sampling_2,combined_hbr_sampling_3,combined_hbr_sampling_n,combined_hbr,hbr_unit,indoor_host_sampling,indoor_host_n,indoor_host_total,indoor_host,outdoor_host_sampling,outdoor_host_n,outdoor_host_total,outdoor_host,combined_host_sampling_1,combined_host_sampling_2,combined_host_sampling_3,combined_host_sampling_n,combined_host_n,combined_host_total,combined_host,host_unit,other_host_sampling_1,other_host_sampling_2,other_host_sampling_3,other_host_sampling_n,other_host_n,other_host_total,other_host,other_host_unit,indoor_number_sampling_nights_biting,indoor_biting_sampling,indoor_biting_n,indoor_biting_total,indoor_biting,outdoor_number_sampling_nights_biting,outdoor_biting_sampling,outdoor_biting_n,outdoor_biting_total,outdoor_biting,indoor_outdoor_biting_units,indoor_number_sampling_nights_biting_activity,indoor_1830_2130,indoor_2130_0030,indoor_0030_0330,indoor_0330_0630,outdoor_number_sampling_nights_biting_activity,outdoor_1830_2130,outdoor_2130_0030,outdoor_0030_0330,outdoor_0330_0630,combined_number_sampling_nights_biting_activity,combined_1830_2130,combined_2130_0030,combined_0030_0330,combined_0330_0630,indoor_resting_sampling,indoor_unfed,indoor_fed,indoor_gravid,indoor_total,outdoor_resting_sampling,outdoor_unfed,outdoor_fed,outdoor_gravid,outdoor_total,other_resting_sampling,other_unfed,other_fed,other_gravid,other_total,resting_unit,citation,pubmed_id
1870,Sri Lanka,"Bakmeedeniya, Nagaswewa, Ranhelagama",7.673,81.0177,point,,,6,12,1986,1986,,,Anopheles culicifacies complex,,M,,,,,,,,,,,,MBO,ABO,OLT,t,,,,2,1,1,,,,,33,6.06,3.03,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amerasinghe, F.P., Amerasinghe, P.H., Peiris, J.S. and Wirtz, R.A. (1991).  Anopheline ecology and malaria infection during the irrigation development of an area of the Mahaweli Project, Sri Lanka. American Journal of Tropical Medicine and Hygiene, 45(2):226-35",1877717
1870,Sri Lanka,"Bakmeedeniya, Nagaswewa, Ranhelagama",7.673,81.0177,point,,,1,12,1987,1987,,,Anopheles culicifacies complex,,M,,,,,,,,,,,,MBO,ABO,OLT,t,,,,2,1,1,,,,,472,0.42,0.21,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amerasinghe, F.P., Amerasinghe, P.H., Peiris, J.S. and Wirtz, R.A. (1991).  Anopheline ecology and malaria infection during the irrigation development of an area of the Mahaweli Project, Sri Lanka. American Journal of Tropical Medicine and Hygiene, 45(2):226-35",1877717
1870,Sri Lanka,"Bakmeedeniya, Nagaswewa, Ranhelagama",7.673,81.0177,point,,,1,12,1987,1987,,,Anopheles subpictus complex,,M,,,,,,,,,,,,MBO,ABO,OLT,t,,,,1,1,0,,,,,809,0.12,0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amerasinghe, F.P., Amerasinghe, P.H., Peiris, J.S. and Wirtz, R.A. (1991).  Anopheline ecology and malaria infection during the irrigation development of an area of the Mahaweli Project, Sri Lanka. American Journal of Tropical Medicine and Hygiene, 45(2):226-35",1877717
1870,Sri Lanka,"Bakmeedeniya, Nagaswewa, Ranhelagama",7.673,81.0177,point,,,1,12,1988,1988,,,Anopheles subpictus complex,,M,,,,,,,,,,,,MBO,ABO,OLT,t,,,,11,4,7,,,,,831,1.32,0.48,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amerasinghe, F.P., Amerasinghe, P.H., Peiris, J.S. and Wirtz, R.A. (1991).  Anopheline ecology and malaria infection during the irrigation development of an area of the Mahaweli Project, Sri Lanka. American Journal of Tropical Medicine and Hygiene, 45(2):226-35",1877717
1870,Sri Lanka,"Bakmeedeniya, Nagaswewa, Ranhelagama",7.673,81.0177,point,,,1,12,1989,1989,,,Anopheles culicifacies complex,,M,,,,,,,,,,,,MBO,ABO,OLT,t,,,,1,1,0,,,,,29,3.45,3.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amerasinghe, F.P., Amerasinghe, P.H., Peiris, J.S. and Wirtz, R.A. (1991).  Anopheline ecology and malaria infection during the irrigation development of an area of the Mahaweli Project, Sri Lanka. American Journal of Tropical Medicine and Hygiene, 45(2):226-35",1877717
1870,Sri Lanka,"Bakmeedeniya, Nagaswewa, Ranhelagama",7.673,81.0177,point,,,1,12,1989,1989,,,Anopheles subpictus complex,,M,,,,,,,,,,,,MBO,ABO,OLT,t,,,,60,54,6,,,,,4759,1.26,1.13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amerasinghe, F.P., Amerasinghe, P.H., Peiris, J.S. and Wirtz, R.A. (1991).  Anopheline ecology and malaria infection during the irrigation development of an area of the Mahaweli Project, Sri Lanka. American Journal of Tropical Medicine and Hygiene, 45(2):226-35",1877717
1923,Cambodia,Kamlek ,12.054,106.426,point,,,4,9,1998,1998,rainy,,Anopheles dirus complex,,?,,MBI,MBO,,,4,6,66.67,,,,MBI,MBO,,,,,0,,,,,,,,,,,,,,,,,,,,,,MBI,0.074,MBO,0.04,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,t,,,,,,,,,,,,,,,,,,"Socheath, S., Seng, C., RathTS, Deesin, V., Deesin, T. and Apiwathanasorn, C. (2000).  Study on bionomics of principal malaria vectors in Kratie province, Cambodia. The Southeast Asian Journal of Tropical Medicine and Public Health, 31 Suppl 1:106-10",11414438
1923,Cambodia,Kamlek ,12.054,106.426,point,,,4,9,1998,1998,rainy,,Maculatus Group,,?,,MBI,MBO,ABN,,29,36,80.56,,,,MBI,MBO,ABN,,,,0,,,,,,,,,,,,,,,,,,,,,,MBI,0.16,MBO,0.55,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,,,,,,,,,,,,,,,,,,,"Socheath, S., Seng, C., RathTS, Deesin, V., Deesin, T. and Apiwathanasorn, C. (2000).  Study on bionomics of principal malaria vectors in Kratie province, Cambodia. The Southeast Asian Journal of Tropical Medicine and Public Health, 31 Suppl 1:106-10",11414438
1923,Cambodia,Kamlek ,12.054,106.426,point,,,4,9,1998,1998,rainy,,Anopheles minimus complex,,?,,MBI,MBO,,,9,9,100,,,,MBI,MBO,,,,,0,,,,,,,,,,,,,,,,,,,,,,MBI,0.111,MBO,0.09,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,t,,,,,,,,,,,,,,,,,,,"Socheath, S., Seng, C., RathTS, Deesin, V., Deesin, T. and Apiwathanasorn, C. (2000).  Study on bionomics of principal malaria vectors in Kratie province, Cambodia. The Southeast Asian Journal of Tropical Medicine and Public Health, 31 Suppl 1:106-10",11414438
1955,India,Borigumma PHC,19.058,82.683,polygon large,t,IRS,5,11,1988,1989,,,Anopheles aconitus,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RO,19,14.3,66.6,21,,,,,,%,"Das, P.K., Gunasekaran, K., Sahu, S.S., Sadanandane, C. and Jambulingam, P. (1990).  Seasonal prevalence and resting behaviour of malaria vectors in Koraput district, Orissa. Indian Journal of Malariology, 27(3):173-81",2292322
1955,India,Borigumma PHC,19.058,82.683,polygon large,t,IRS,5,11,1988,1989,,,Anopheles annularis complex,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RO,20,0,80,10,,,,,,%,"Das, P.K., Gunasekaran, K., Sahu, S.S., Sadanandane, C. and Jambulingam, P. (1990).  Seasonal prevalence and resting behaviour of malaria vectors in Koraput district, Orissa. Indian Journal of Malariology, 27(3):173-81",2292322
1955,India,Borigumma PHC,19.058,82.683,polygon large,t,IRS,5,11,1988,1989,,,Anopheles culicifacies complex,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RO,48.5,15.2,36.4,99,,,,,,%,"Das, P.K., Gunasekaran, K., Sahu, S.S., Sadanandane, C. and Jambulingam, P. (1990).  Seasonal prevalence and resting behaviour of malaria vectors in Koraput district, Orissa. Indian Journal of Malariology, 27(3):173-81",2292322
1955,India,Borigumma PHC,19.058,82.683,polygon large,t,IRS,5,11,1988,1989,,,Anopheles fluviatilis complex,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RO,13.9,37.6,48.5,274,,,,,,%,"Das, P.K., Gunasekaran, K., Sahu, S.S., Sadanandane, C. and Jambulingam, P. (1990).  Seasonal prevalence and resting behaviour of malaria vectors in Koraput district, Orissa. Indian Journal of Malariology, 27(3):173-81",2292322
1955,India,Borigumma PHC,19.058,82.683,polygon large,t,IRS,5,11,1988,1989,,,Maculatus Group,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RO,11.1,44.4,44.4,9,,,,,,%,"Das, P.K., Gunasekaran, K., Sahu, S.S., Sadanandane, C. and Jambulingam, P. (1990).  Seasonal prevalence and resting behaviour of malaria vectors in Koraput district, Orissa. Indian Journal of Malariology, 27(3):173-81",2292322
2010,India,"Kundra, Rabanaguda, Boipariguda, Boriguma, Mathalput, Khairput &  Malkangiri PHCs (37 unnamed villages)  ",18.933,82.399,polygon large,t,IRS,9,12,1986,1988,,,Anopheles culicifacies complex,,?,,,,,,,,,,,,HRI,RO,ILT,t,0,8995,0,,,,,,,,,,,,,,,,5,8995,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S., Parida, S.K., Sadanandane, C., Jambulingam, P. and Das, P.K. (1989).  Anopheline fauna of Koraput district, Orissa state, with particular reference to transmission of malaria. Indian Journal of Medical Research, 89:340-3",2628298
2010,India,"Kundra, Rabanaguda, Boipariguda, Boriguma, Mathalput, Khairput &  Malkangiri PHCs (37 unnamed villages)  ",18.933,82.399,polygon large,t,IRS,9,12,1986,1988,,,Anopheles annularis complex,,?,,,,,,,,,,,,HRI,RO,ILT,t,1,3608,0.03,,,,,,,,,,,,,,,,2,3608,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S., Parida, S.K., Sadanandane, C., Jambulingam, P. and Das, P.K. (1989).  Anopheline fauna of Koraput district, Orissa state, with particular reference to transmission of malaria. Indian Journal of Medical Research, 89:340-3",2628298
2010,India,"Kundra, Rabanaguda, Boipariguda, Boriguma, Mathalput, Khairput &  Malkangiri PHCs (37 unnamed villages)  ",18.933,82.399,polygon large,t,IRS,9,12,1986,1988,,,Anopheles aconitus,,?,,,,,,,,,,,,HRI,RO,ILT,t,0,935,0,,,,,,,,,,,,,,,,1,935,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S., Parida, S.K., Sadanandane, C., Jambulingam, P. and Das, P.K. (1989).  Anopheline fauna of Koraput district, Orissa state, with particular reference to transmission of malaria. Indian Journal of Medical Research, 89:340-3",2628298
2010,India,"Kundra, Rabanaguda, Boipariguda, Boriguma, Mathalput, Khairput &  Malkangiri PHCs (37 unnamed villages)  ",18.933,82.399,polygon large,t,IRS,9,12,1986,1988,,,Anopheles fluviatilis complex,,?,,,,,,,,,,,,HRI,RO,ILT,t,6,653,0.92,,,,,,,,,,,,,,,,3,653,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S., Parida, S.K., Sadanandane, C., Jambulingam, P. and Das, P.K. (1989).  Anopheline fauna of Koraput district, Orissa state, with particular reference to transmission of malaria. Indian Journal of Medical Research, 89:340-3",2628298
2010,India,"Kundra, Rabanaguda, Boipariguda, Boriguma, Mathalput, Khairput &  Malkangiri PHCs (37 unnamed villages)  ",18.933,82.399,polygon large,t,IRS,9,12,1986,1988,,,Maculatus Group,,?,,,,,,,,,,,,HRI,RO,ILT,t,0,51,0,,,,,,,,,,,,,,,,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S., Parida, S.K., Sadanandane, C., Jambulingam, P. and Das, P.K. (1989).  Anopheline fauna of Koraput district, Orissa state, with particular reference to transmission of malaria. Indian Journal of Medical Research, 89:340-3",2628298
2010,India,"Kundra, Rabanaguda, Boipariguda, Boriguma, Mathalput, Khairput &  Malkangiri PHCs (37 unnamed villages)  ",18.933,82.399,polygon large,t,IRS,9,12,1986,1988,,,Anopheles subpictus complex,,?,,,,,,,,,,,,HRI,RO,ILT,t,0,3307,0,,,,,,,,,,,,,,,,0,3307,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S., Parida, S.K., Sadanandane, C., Jambulingam, P. and Das, P.K. (1989).  Anopheline fauna of Koraput district, Orissa state, with particular reference to transmission of malaria. Indian Journal of Medical Research, 89:340-3",2628298
2010,India,"Kundra, Rabanaguda, Boipariguda, Boriguma, Mathalput, Khairput &  Malkangiri PHCs (37 unnamed villages)  ",18.933,82.399,polygon large,t,IRS,9,12,1986,1988,,,Anopheles barbirostris complex,,?,,,,,,,,,,,,HRI,RO,ILT,t,0,513,0,,,,,,,,,,,,,,,,0,513,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S., Parida, S.K., Sadanandane, C., Jambulingam, P. and Das, P.K. (1989).  Anopheline fauna of Koraput district, Orissa state, with particular reference to transmission of malaria. Indian Journal of Medical Research, 89:340-3",2628298
2039,India,"Chilika lake area (Badakul, Balugaon, Kanaka, Krishnaprasad, Garh (Parikud), Kuhudi, Mangaljodi, Pathara, Samal Island, Sikharpadar, Soran and Sundarpur sites)",19.629,85.167,polygon small,t,IRS,,,1995,1996,,,Anopheles aconitus,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,11,31,3,45,,,,,,,,,,,count,"Dash, A.P., Hazra, R.K., Mahapatra, N. and Tripathy, H.K. (2000).  Disappearance of malaria vector Anopheles sundaicus from Chilika Lake area of Orissa State in India. Medical and Veterinary Entomology, 14(4):445-9",11129711
2039,India,"Chilika lake area (Badakul, Balugaon, Kanaka, Krishnaprasad, Garh (Parikud), Kuhudi, Mangaljodi, Pathara, Samal Island, Sikharpadar, Soran and Sundarpur sites)",19.629,85.167,polygon small,t,IRS,,,1995,1996,,,Anopheles annularis complex,,M,,HRI,,,,,114,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,4,91,4.3,,,,,,,,,,,,HBI (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,91,217,54,362,,,,,,,,,,,count,"Dash, A.P., Hazra, R.K., Mahapatra, N. and Tripathy, H.K. (2000).  Disappearance of malaria vector Anopheles sundaicus from Chilika Lake area of Orissa State in India. Medical and Veterinary Entomology, 14(4):445-9",11129711
2039,India,"Chilika lake area (Badakul, Balugaon, Kanaka, Krishnaprasad, Garh (Parikud), Kuhudi, Mangaljodi, Pathara, Samal Island, Sikharpadar, Soran and Sundarpur sites)",19.629,85.167,polygon small,t,IRS,,,1995,1996,,,Anopheles barbirostris complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,0,12,0,12,,,,,,,,,,,count,"Dash, A.P., Hazra, R.K., Mahapatra, N. and Tripathy, H.K. (2000).  Disappearance of malaria vector Anopheles sundaicus from Chilika Lake area of Orissa State in India. Medical and Veterinary Entomology, 14(4):445-9",11129711
