"country","species","indoor_host","outdoor_host","combined_host","host_unit","indoor_biting","outdoor_biting","indoor_outdoor_biting_units","combined_1830_2130","combined_2130_0030","combined_0030_0330","combined_0330_0630","citation"
"Belize","Anopheles pseudopunctipennis complex",NA,NA,NA,"",0,100,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles albimanus",NA,NA,NA,"",15.38,84.62,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles darlingi",NA,NA,NA,"",0,100,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles albimanus",NA,NA,NA,"",0,100,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles darlingi",NA,NA,NA,"",0,100,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles albimanus",NA,NA,NA,"",0,100,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles darlingi",NA,NA,NA,"",60,40,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles albimanus",NA,NA,NA,"",40,60,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles darlingi",NA,NA,NA,"",0,100,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles pseudopunctipennis complex",NA,NA,NA,"",0,100,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles darlingi",NA,NA,NA,"",100,0,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles pseudopunctipennis complex",NA,NA,NA,"",0,100,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles albimanus",NA,NA,NA,"",0,100,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles darlingi",NA,NA,NA,"",50,50,"%calc","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles albimanus",NA,NA,NA,"",0.21,1,"I:O","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles darlingi",NA,NA,NA,"",0.6,1,"I:O","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles albimanus",NA,NA,NA,"",0.26,1,"I:O","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles darlingi",NA,NA,NA,"",0.6,1,"I:O","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles albimanus",NA,NA,NA,"",0.16,1,"I:O","","","","","Roberts, D.R., Manguin, S., Rejmankova, E., Andre, R., Harbach, R.E., Vanzie, E., Hakre, S. and Polanco, J. (2002).  Spatial distribution of adult Anopheles darlingi and Anopheles albimanus in relation to riparian habitats in Belize, Central America. Journal of Vector Ecology, 27(1):21-30"
"Belize","Anopheles darlingi",100,67,NA,"HBI (%)",NA,NA,"","","","","","Grieco, J.P., Achee, N.L., Andre, R.G. and Roberts, D.R. (2002).  Host feeding preferences of Anopheles species collected by manual aspiration, mechanical aspiration, and from a vehicle-mounted trap in the Toledo District, Belize, Central America. Journal of the American Mosquito Control Association, 18(4):307-15"
"Belize","Anopheles albimanus",NA,11,NA,"HBI (%)",NA,NA,"","","","","","Grieco, J.P., Achee, N.L., Andre, R.G. and Roberts, D.R. (2002).  Host feeding preferences of Anopheles species collected by manual aspiration, mechanical aspiration, and from a vehicle-mounted trap in the Toledo District, Belize, Central America. Journal of the American Mosquito Control Association, 18(4):307-15"
"Mexico","Anopheles albimanus",NA,NA,NA,"",NA,NA,"","","","","","Ulloa, A., Rodríguez, M.H., Rodríguez, A.D. and Roberts, D.R. (1997).  A comparison of two collection methods for estimating abundance and parity of Anopheles albimanus in breeding sites and villages of southern Mexico. Journal of the American Mosquito Control Association, 13(3):238-44"
"Mexico","Anopheles albimanus",NA,NA,NA,"",NA,NA,"","","","","","Ulloa, A., Rodríguez, M.H., Rodríguez, A.D. and Roberts, D.R. (1997).  A comparison of two collection methods for estimating abundance and parity of Anopheles albimanus in breeding sites and villages of southern Mexico. Journal of the American Mosquito Control Association, 13(3):238-44"
"Mexico","Anopheles albimanus",NA,NA,NA,"",NA,NA,"","","","","","Ulloa, A., Rodríguez, M.H., Rodríguez, A.D. and Roberts, D.R. (1997).  A comparison of two collection methods for estimating abundance and parity of Anopheles albimanus in breeding sites and villages of southern Mexico. Journal of the American Mosquito Control Association, 13(3):238-44"
"Mexico","Anopheles albimanus",NA,NA,NA,"",NA,NA,"","","","","","Ulloa, A., Rodríguez, M.H., Rodríguez, A.D. and Roberts, D.R. (1997).  A comparison of two collection methods for estimating abundance and parity of Anopheles albimanus in breeding sites and villages of southern Mexico. Journal of the American Mosquito Control Association, 13(3):238-44"
"Colombia","Anopheles albimanus",NA,NA,NA,"",NA,NA,"","","","","","Solarte, Y., Hurtado, C., Gonzalez, R. and Alexander, B. (1996).  Man-biting activity of Anopheles (Nyssorhynchus) albimanus and An. (Kerteszia) neivai (Diptera: Culicidae) in the Pacific lowlands of Colombia. Memórias do Instituto Oswaldo Cruz, 91(2):141-6"
"Colombia","Anopheles albimanus",NA,NA,NA,"",NA,NA,"","","","","","Solarte, Y., Hurtado, C., Gonzalez, R. and Alexander, B. (1996).  Man-biting activity of Anopheles (Nyssorhynchus) albimanus and An. (Kerteszia) neivai (Diptera: Culicidae) in the Pacific lowlands of Colombia. Memórias do Instituto Oswaldo Cruz, 91(2):141-6"
"Dominican Republic","Anopheles albimanus",13.3,5.4,4.4,"HBI (%)",NA,NA,"","","","","","Mekuria, Y., Granados, R., Tidwell, M.A., Williams, D.C., Wirtz, R.A. and Roberts, D.R. (1991).  Malaria transmission potential by Anopheles mosquitoes of Dajabon, Dominican Republic. Journal of the American Mosquito Control Association, 7(3):456-61"
"Dominican Republic","Anopheles albimanus",NA,NA,NA,"",NA,NA,"","","","","","Mekuria, Y., Granados, R., Tidwell, M.A., Williams, D.C., Wirtz, R.A. and Roberts, D.R. (1991).  Malaria transmission potential by Anopheles mosquitoes of Dajabon, Dominican Republic. Journal of the American Mosquito Control Association, 7(3):456-61"
"Dominican Republic","Anopheles albimanus",NA,NA,NA,"",NA,NA,"","","","","","Mekuria, Y., Granados, R., Tidwell, M.A., Williams, D.C., Wirtz, R.A. and Roberts, D.R. (1991).  Malaria transmission potential by Anopheles mosquitoes of Dajabon, Dominican Republic. Journal of the American Mosquito Control Association, 7(3):456-61"
"Mexico","Anopheles albimanus",NA,NA,NA,"",77.1,22.9,"%calc","","","","","Loyola, E.G., Arredondo, J.I., Rodríguez, M.H., Brown, D.N. and Vaca-Marin, M.A. (1991).  Anopheles vestitipennis, the probable vector of Plasmodium vivax in the Lacandon forest of Chiapas, México. Transactions of the Royal Society of Tropical Medicine and Hygiene, 85(2):171-4"
"Mexico","Anopheles albimanus",NA,NA,NA,"",35.82,64.18,"%calc","","","","","Loyola, E.G., Arredondo, J.I., Rodríguez, M.H., Brown, D.N. and Vaca-Marin, M.A. (1991).  Anopheles vestitipennis, the probable vector of Plasmodium vivax in the Lacandon forest of Chiapas, México. Transactions of the Royal Society of Tropical Medicine and Hygiene, 85(2):171-4"
"Mexico","Anopheles darlingi",NA,NA,NA,"",100,0,"%calc","","","","","Loyola, E.G., Arredondo, J.I., Rodríguez, M.H., Brown, D.N. and Vaca-Marin, M.A. (1991).  Anopheles vestitipennis, the probable vector of Plasmodium vivax in the Lacandon forest of Chiapas, México. Transactions of the Royal Society of Tropical Medicine and Hygiene, 85(2):171-4"
"Mexico","Anopheles albimanus",NA,NA,NA,"",16.67,83.33,"%calc","","","","","Loyola, E.G., Arredondo, J.I., Rodríguez, M.H., Brown, D.N. and Vaca-Marin, M.A. (1991).  Anopheles vestitipennis, the probable vector of Plasmodium vivax in the Lacandon forest of Chiapas, México. Transactions of the Royal Society of Tropical Medicine and Hygiene, 85(2):171-4"
"Mexico","Anopheles darlingi",NA,NA,NA,"",33.33,66.67,"%calc","","","","","Loyola, E.G., Arredondo, J.I., Rodríguez, M.H., Brown, D.N. and Vaca-Marin, M.A. (1991).  Anopheles vestitipennis, the probable vector of Plasmodium vivax in the Lacandon forest of Chiapas, México. Transactions of the Royal Society of Tropical Medicine and Hygiene, 85(2):171-4"
"Venezuela","Anopheles nuneztovari complex",NA,NA,NA,"",NA,NA,"","","","","","Rubio-Palis, Y., Wirtz, R.A. and Curtis, C.F. (1992).  Malaria entomological inoculation rates in western Venezuela. Acta Tropica, 52(2-3):167-74"
"Venezuela","Anopheles nuneztovari complex",NA,NA,NA,"",NA,NA,"","","","","","Rubio-Palis, Y., Wirtz, R.A. and Curtis, C.F. (1992).  Malaria entomological inoculation rates in western Venezuela. Acta Tropica, 52(2-3):167-74"
"Venezuela","Anopheles nuneztovari complex",NA,NA,NA,"",NA,NA,"","","","","","Rubio-Palis, Y., Wirtz, R.A. and Curtis, C.F. (1992).  Malaria entomological inoculation rates in western Venezuela. Acta Tropica, 52(2-3):167-74"
"Venezuela","Anopheles albitarsis complex",NA,NA,NA,"",NA,NA,"","","","","","Rubio-Palis, Y., Wirtz, R.A. and Curtis, C.F. (1992).  Malaria entomological inoculation rates in western Venezuela. Acta Tropica, 52(2-3):167-74"
"Venezuela","Anopheles albitarsis complex",NA,NA,NA,"",NA,NA,"","","","","","Rubio-Palis, Y., Wirtz, R.A. and Curtis, C.F. (1992).  Malaria entomological inoculation rates in western Venezuela. Acta Tropica, 52(2-3):167-74"
"Venezuela","Anopheles albitarsis complex",NA,NA,NA,"",NA,NA,"","","","","","Rubio-Palis, Y., Wirtz, R.A. and Curtis, C.F. (1992).  Malaria entomological inoculation rates in western Venezuela. Acta Tropica, 52(2-3):167-74"
"Venezuela","Anopheles albitarsis complex",NA,NA,NA,"",44.4,55.6,"%calc","","","","","Rubio-Palis, Y. and Curtis, C.F. (1992).  Biting and resting behaviour of anophelines in western Venezuela and implications for control of malaria transmission. Medical and Veterinary Entomology, 6(4):325-34"
"Venezuela","Anopheles albitarsis complex",NA,NA,NA,"",49.5,50.5,"%calc","","","","","Rubio-Palis, Y. and Curtis, C.F. (1992).  Biting and resting behaviour of anophelines in western Venezuela and implications for control of malaria transmission. Medical and Veterinary Entomology, 6(4):325-34"
"Venezuela","Anopheles albitarsis complex",NA,NA,NA,"",40.1,59.9,"%calc","","","","","Rubio-Palis, Y. and Curtis, C.F. (1992).  Biting and resting behaviour of anophelines in western Venezuela and implications for control of malaria transmission. Medical and Veterinary Entomology, 6(4):325-34"
"Venezuela","Anopheles nuneztovari complex",NA,NA,NA,"",56.7,43.3,"%calc","","","","","Rubio-Palis, Y. and Curtis, C.F. (1992).  Biting and resting behaviour of anophelines in western Venezuela and implications for control of malaria transmission. Medical and Veterinary Entomology, 6(4):325-34"
"Venezuela","Anopheles nuneztovari complex",NA,NA,NA,"",50,50,"%calc","","","","","Rubio-Palis, Y. and Curtis, C.F. (1992).  Biting and resting behaviour of anophelines in western Venezuela and implications for control of malaria transmission. Medical and Veterinary Entomology, 6(4):325-34"
"Venezuela","Anopheles nuneztovari complex",NA,NA,NA,"",41.5,58.5,"%calc","","","","","Rubio-Palis, Y. and Curtis, C.F. (1992).  Biting and resting behaviour of anophelines in western Venezuela and implications for control of malaria transmission. Medical and Veterinary Entomology, 6(4):325-34"
"Venezuela","Anopheles pseudopunctipennis complex",NA,NA,NA,"",44.4,55.6,"%calc","","","","","Rubio-Palis, Y. and Curtis, C.F. (1992).  Biting and resting behaviour of anophelines in western Venezuela and implications for control of malaria transmission. Medical and Veterinary Entomology, 6(4):325-34"
